37	41																																			
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	902	902	902	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	931	931	0	0	0	0	0	0	0	0	0	932	932	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	931	931	0	0	0	0	0	0	0	0	0	932	932	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
1	1	1	1	1	1	0	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	952	0	1	1	1	1	1	1
1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1
1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1
1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1
1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
1	1	1	921	921	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	941	941	1	1	1
1	1	1	921	921	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	941	941	1	1	1
1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1
1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1
1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1
1	901	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	903	1
1	901	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	903	1
1	901	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	903	1
1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1
1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1
1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1
1	1	1	922	922	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	942	942	1	1	1
